order_var,value,url,scrape_date
1,Off-duty pilot accused of trying to crash airline jet,,2023-10-24 07:36:28
2,The Rock urges skin tone change to wax figure,,2023-10-24 07:36:28
3,"Britney Spears' memoir: An angry, cautionary tale",,2023-10-24 07:36:28
4,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",,2023-10-24 07:36:28
5,Iceland's PM to strike over gender pay gap,,2023-10-24 07:36:28
6,The last residents of a bitterly contested Ukrainian town,,2023-10-24 07:36:28
7,Police chief’s son on run for shooting two officers,,2023-10-24 07:36:28
8,Israel shows Hamas bodycam attack footage to journalists,,2023-10-24 07:36:28
9,How far would US go to defend Israel?,,2023-10-24 07:36:28
10,World's shift to clean energy is 'unstoppable',,2023-10-24 07:36:28
