order,value,url,scrape_date
1,Ukraine uses US long-range missiles for the first time,,2023-10-17 20:57:31
2,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 20:57:31
3,Britney Spears says in memoir she had abortion,,2023-10-17 20:57:31
4,Family seeks answers after Israel kidnap live-stream horror,,2023-10-17 20:57:31
5,Exonerated man shot and killed in traffic stop,,2023-10-17 20:57:31
6,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-17 20:57:31
7,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-17 20:57:31
8,Dozens killed as Israel strikes Gaza refuge areas,,2023-10-17 20:57:31
9,Nigeria burns $1.4m-worth of pangolin scales,,2023-10-17 20:57:31
10,Apple boss makes surprise China visit,,2023-10-17 20:57:31
