order,value,url,scrape_date
1,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 10:52:02
2,Call of Duty maker to be bought by Microsoft,,2023-10-13 10:52:02
3,Three ways US Republican Speaker chaos ends,,2023-10-13 10:52:02
4,Pro-Palestinian demo broken up after French ban,,2023-10-13 10:52:02
5,Journalist fined for insulting Italian PM,,2023-10-13 10:52:02
6,'Dad. They shot me. Help': Surviving the Kfar Aza massacre,,2023-10-13 10:52:02
7,Air Canada sued over $20m gold and cash heist,,2023-10-13 10:52:02
8,Pakistan reporter who left India sorry for old posts,,2023-10-13 10:52:02
9,Ex-tax worker admits leaking Trump income records,,2023-10-13 10:52:02
10,Colorado officer found guilty in Elijah McClain death,,2023-10-13 10:52:02
