order_var,value,url,scrape_date
1,Barry Manilow explains why he kept sexuality secret,,2023-11-14 15:42:35
2,Family identify 1992 murder victim by flower tattoo,,2023-11-14 15:42:35
3,Why businesses are pulling billions from China,,2023-11-14 15:42:35
4,Russian convicted of journalist murder gets pardon,,2023-11-14 15:42:35
5,'Overworked' actress death prompts apology in Japan,,2023-11-14 15:42:35
6,BBC says it received five complaints about Brand,,2023-11-14 15:42:35
7,Israel facing mounting pressure over Gaza hospitals,,2023-11-14 15:42:35
8,Why Peter Nygard's son is supporting his accusers,,2023-11-14 15:42:35
9,Pink to give away banned books at Florida shows,,2023-11-14 15:42:35
10,Senior Lawrence officer was corrupt - Met report,,2023-11-14 15:42:35
