order_var,value,url,scrape_date
1,Ukrainian men flee the draft in their thousands,,2023-11-17 14:40:46
2,Berlin on edge for Erdogan after fierce Israel criticism,,2023-11-17 14:40:46
3,Trump slams judge and clerk as gag order is paused,,2023-11-17 14:40:46
4,Singer Cassie accuses Diddy of rape and abuse,,2023-11-17 14:40:46
5,Bowen: Ceasefire demands will grow without proof of Hamas HQ at Al-Shifa,,2023-11-17 14:40:46
6,Netanyahu admits casualties failings but blames Hamas,,2023-11-17 14:40:46
7,Wayne's World star Dana Carvey's son dies aged 32,,2023-11-17 14:40:46
8,Israel finds second hostage body near hospital,,2023-11-17 14:40:46
9,Is Mean Girls too noughties to function in 2024?,,2023-11-17 14:40:46
10,Everton receive immediate 10-point deduction,,2023-11-17 14:40:46
