order_var,value,url,scrape_date
1,First ever images prove 'lost echidna' not extinct,,2023-11-10 04:52:55
2,De Niro's firm ordered to pay ex-assistant $1.2m,,2023-11-10 04:52:55
3,Women in naked assault video ‘will not give up’,,2023-11-10 04:52:55
4,Israel officials accuse Gaza reporters of knowing about Hamas attack,,2023-11-10 04:52:55
5,Stars hit red carpet at Hunger Games world premiere,,2023-11-10 04:52:55
6,Home and Away star Johnny Ruffo dies aged 35,,2023-11-10 04:52:55
7,US veteran gets world's first eye transplant,,2023-11-10 04:52:55
8,Luis Díaz's father freed by Colombian guerrillas,,2023-11-10 04:52:55
9,US Muslim students threatened over Israel-Gaza war,,2023-11-10 04:52:55
10,Outrage in Ghana after 300-year-old tree felled,,2023-11-10 04:52:55
