order_var,value,url,scrape_date
1,Birthday gift grenade kills Ukraine army chief aide,,2023-11-07 21:46:45
2,First images revealed from 'dark Universe' mission,,2023-11-07 21:46:45
3,Global wine production falls to 62-year low,,2023-11-07 21:46:45
4,Why Trump may have deliberately provoked judge,,2023-11-07 21:46:45
5,Irish chef unseats Nigerian as world-record cook,,2023-11-07 21:46:45
6,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-07 21:46:45
7,Hamas leader denies killing of civilians in Israel,,2023-11-07 21:46:45
8,"Playing Prince Harry: wig, accent - and no suntan",,2023-11-07 21:46:45
9,Thieves put gun to South Africa minister's head,,2023-11-07 21:46:45
10,Portuguese PM resigns over energy deal probe,,2023-11-07 21:46:45
