order_var,value,url,scrape_date
1,White House criticises Musk over antisemitic lie,,2023-11-18 01:38:07
2,AI boss Sam Altman ousted after board loses confidence,,2023-11-18 01:38:07
3,Ex-First Lady Rosalynn Carter enters hospice care,,2023-11-18 01:38:07
4,Weah congratulates Boakai after Liberia poll,,2023-11-18 01:38:07
5,Bowen: Ceasefire demands will grow without proof of Hamas HQ at Al-Shifa,,2023-11-18 01:38:07
6,One killed in New Hampshire hospital shooting,,2023-11-18 01:38:07
7,Biden facing internal dissent over Israel's Gaza campaign,,2023-11-18 01:38:07
8,Israel agrees to allow two fuel trucks a day into Gaza,,2023-11-18 01:38:07
9,Israel finds second hostage body near hospital,,2023-11-18 01:38:07
10,Apple to cross message divide but green bubbles stay,,2023-11-18 01:38:07
