order,value,url,scrape_date
1,Syria says Israeli missiles hit its main airports,,2023-10-12 18:30:15
2,Airliner diverted to Stansted after security threat,,2023-10-12 18:30:15
3,France bans all pro-Palestinian demonstrations,,2023-10-12 18:30:15
4,Bernie Ecclestone pleads guilty to fraud,,2023-10-12 18:30:15
5,Egypt warned Israel days before Hamas struck - US,,2023-10-12 18:30:15
6,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',,2023-10-12 18:30:15
7,California player wins $1.76bn Powerball jackpot,,2023-10-12 18:30:15
8,US House in limbo as Scalise scrambles for votes,,2023-10-12 18:30:15
9,Wife of deposed Gabon President Bongo detained,,2023-10-12 18:30:15
10,Nervousness palpable at Israel's border with Lebanon,,2023-10-12 18:30:15
