order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 11:52:56
2,Iceland volcano threat increasing - experts,,2023-11-13 11:52:56
3,Toxic haze in Delhi after Diwali festival,,2023-11-13 11:52:56
4,Israel's president denies strikes on Gaza hospital,,2023-11-13 11:52:56
5,Malaysian killer released by Australia,,2023-11-13 11:52:56
6,Public holiday in Kenya to plant 100 million trees,,2023-11-13 11:52:56
7,Why a South African politician touched a nerve in Kenya,,2023-11-13 11:52:56
8,US Senator Tim Scott exits presidential campaign,,2023-11-13 11:52:56
9,Race to save 40 workers trapped in Indian tunnel,,2023-11-13 11:52:56
10,Bowler takes six wickets in six balls to win match,,2023-11-13 11:52:56
