order_var,value,url,scrape_date
1,Gucci and Moschino designer dies aged 46,,2023-11-11 14:19:19
2,Iceland declares emergency over volcano threat,,2023-11-11 14:19:19
3,Major police operation for pro-Palestinian protest,,2023-11-11 14:19:19
4,Macron urges Israel to stop bombing babies in Gaza,,2023-11-11 14:19:19
5,How a budget airline took off on TikTok,,2023-11-11 14:19:19
6,"Kyiv hit by first air attack in 52 days, says Ukraine",,2023-11-11 14:19:19
7,"Michael Jackson jacket sells for £250,000 at auction",,2023-11-11 14:19:19
8,Revealed: Mistakes that blocked Maui fire escape routes,,2023-11-11 14:19:19
9,Beatles top singles chart 60 years after first hit,,2023-11-11 14:19:19
10,Actors' deal includes pay rises and intimacy co-ordinators,,2023-11-11 14:19:19
