order,value,url,scrape_date
1,Egypt warned Israel days before Hamas struck - US,,2023-10-12 16:29:24
2,French MPs protected as antisemitism increases,,2023-10-12 16:29:24
3,Bernie Ecclestone pleads guilty to fraud,,2023-10-12 16:29:24
4,US House in limbo as Scalise scrambles for votes,,2023-10-12 16:29:24
5,John Simpson: Why BBC doesn't say Hamas militants are 'terrorists',,2023-10-12 16:29:24
6,Gaza hospitals risk turning into morgues - Red Cross,,2023-10-12 16:29:24
7,California player wins $1.76bn Powerball jackpot,,2023-10-12 16:29:24
8,Frank Gardner: Hostage crisis is toughest Israel has ever faced,,2023-10-12 16:29:24
9,IOC suspends Russian Olympic Committee,,2023-10-12 16:29:24
10,Who are the hostages taken by Hamas from Israel?,,2023-10-12 16:29:24
