order,value,url,scrape_date
1,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 15:09:59
2,British teen missing in Hamas attack confirmed dead,,2023-10-17 15:09:59
3,Belt and Road: Is China's trillion-dollar gamble worth it?,,2023-10-17 15:09:59
4,Mia Shem: Mother pleads for release after Hamas video,,2023-10-17 15:09:59
5,Why Egypt is reluctant to open crossing with Gaza,,2023-10-17 15:09:59
6,Apple boss makes surprise China visit,,2023-10-17 15:09:59
7,Hotels battle to beat bedbugs as outbreaks rise,,2023-10-17 15:09:59
8,'Europe shaken' after double shooting in Brussels,,2023-10-17 15:09:59
9,"Last words of knifed US Muslim boy: 'Mom, I'm fine'",,2023-10-17 15:09:59
10,India court declines to legalise same-sex marriage,,2023-10-17 15:09:59
