order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 15:13:32
2,State media retract report of Russian retreat,,2023-11-13 15:13:32
3,Toxic haze in Delhi after Diwali festival,,2023-11-13 15:13:32
4,Iceland quakes weaker but volcano warning persists,,2023-11-13 15:13:32
5,The Marvels bombs with lowest MCU box office debut,,2023-11-13 15:13:32
6,Iceland volcano: what will the impact be?,,2023-11-13 15:13:32
7,Public holiday in Kenya to plant 100 million trees,,2023-11-13 15:13:32
8,Malaysian killer released by Australia,,2023-11-13 15:13:32
9,Why a South African politician touched a nerve in Kenya,,2023-11-13 15:13:32
10,Gaza hospitals caught on front line of war,,2023-11-13 15:13:32
