order_var,value,url,scrape_date
1,"Ivanka Trump must testify in fraud case, judge rules",,2023-10-27 18:02:32
2,Former Prime Minister Boris Johnson joins GB News,,2023-10-27 18:02:32
3,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 18:02:32
4,"Russia executing own retreating soldiers, US says",,2023-10-27 18:02:32
5,Taylor Swift tackles slut shamers with 1989 remake,,2023-10-27 18:02:32
6,Russia hikes rates to 15% as inflation soars,,2023-10-27 18:02:32
7,Maine Democrat reverses course on weapons ban,,2023-10-27 18:02:32
8,US strikes Syria bases used by Iran-linked groups,,2023-10-27 18:02:32
9,Anger at Uganda plan to name road after slain tourists,,2023-10-27 18:02:32
10,What does new analysis tell us about Gaza hospital blast?,,2023-10-27 18:02:32
