order_var,value,url,scrape_date
1,"Sir Bobby Charlton died after fall, inquest hears",,2023-11-01 14:18:22
2,Why Indians are debating a 70-hour work week,,2023-11-01 14:18:22
3,BBC verifies attacks in Gaza 'safe' areas,,2023-11-01 14:18:22
4,"Perry was in a good place, Friends creator says",,2023-11-01 14:18:22
5,What China wants from Israel-Hamas war,,2023-11-01 14:18:22
6,WeWork reported to be filing for bankruptcy,,2023-11-01 14:18:22
7,Cornell student held over threats to Jewish classmates,,2023-11-01 14:18:22
8,Bolivia severs diplomatic ties with Israel,,2023-11-01 14:18:22
9,Elon Musk warns AI could lead to human extinction,,2023-11-01 14:18:22
10,"In one blast, Khalil Khader lost all his children",,2023-11-01 14:18:22
