order,value,url,scrape_date
1,The secret life of a spy heroine revealed,,2023-10-14 18:15:12
2,Australia rejects historic Indigenous referendum,,2023-10-14 18:15:12
3,Thousands march in UK pro-Palestinian protests,,2023-10-14 18:15:12
4,Flintoff agrees compensation over Top Gear crash,,2023-10-14 18:15:12
5,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 18:15:12
6,"Kenya, China and a railway to nowhere",,2023-10-14 18:15:12
7,BBC journalists held at gunpoint by Israeli police,,2023-10-14 18:15:12
8,NZ set for right-wing coalition after National win,,2023-10-14 18:15:12
9,UK's nuclear fusion site ends tests after 40 years,,2023-10-14 18:15:12
10,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 18:15:12
