order_var,value,url,scrape_date
1,Mob storms Dagestan airport in search of Jews,,2023-10-30 12:19:46
2,Portuguese police apologise to Madeleine's parents,,2023-10-30 12:19:46
3,Murder at elite school horrifies Australia,,2023-10-30 12:19:46
4,Matthew Perry cause of death unknown pending tests,,2023-10-30 12:19:46
5,Police search for builders who buried time capsule,,2023-10-30 12:19:46
6,Magic Johnson declared a billionaire by Forbes,,2023-10-30 12:19:46
7,Friends creators pay tribute to 'brilliant' Perry,,2023-10-30 12:19:46
8,Beaten into a coma for taking extra food at school,,2023-10-30 12:19:46
9,Leonormania hits Spain as crown princess turns 18,,2023-10-30 12:19:46
10,Tributes to ice hockey player after 'freak accident',,2023-10-30 12:19:46
