order_var,value,url,scrape_date
1,Xi arrives in the US as his Chinese Dream sputters,,2023-11-15 07:05:12
2,Manslaughter arrest over ice hockey player death,,2023-11-15 07:05:12
3,Brazil gripped by 'unbearable' heatwave,,2023-11-15 07:05:12
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 07:05:12
5,US says Hamas has command centre under Gaza hospital,,2023-11-15 07:05:12
6,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 07:05:12
7,John Oliver's pick wins NZ Bird of the Century poll,,2023-11-15 07:05:12
8,Murder theory in non-binary magistrate's death,,2023-11-15 07:05:12
9,Jury hears man who killed Muslim family was on drugs,,2023-11-15 07:05:12
10,Why South Africa regrets its liberal asylum laws,,2023-11-15 07:05:12
