order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-20 02:09:36
2,Canada withdraws 41 diplomats from India,,2023-10-20 02:09:36
3,The world is losing its humanity - UN agency chief,,2023-10-20 02:09:36
4,Ukraine troop build-up reported across Dnipro river,,2023-10-20 02:09:36
5,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-20 02:09:36
6,Jordan to run again for Speaker as backup plan fails,,2023-10-20 02:09:36
7,'Mannequin' arrested after Warsaw shop burglary,,2023-10-20 02:09:36
8,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-20 02:09:36
9,Hundreds arrested at protest near US Capitol,,2023-10-20 02:09:36
10,Tupac murder suspect has two weeks to find lawyer,,2023-10-20 02:09:36
