order_var,value,url,scrape_date
1,Republicans pick Mike Johnson as new Speaker nominee,,2023-10-25 06:20:08
2,'Heck of a reunion': Trump silent as Cohen dishes dirt,,2023-10-25 06:20:08
3,China sacks defence minister Li Shangfu,,2023-10-25 06:20:08
4,"I went through hell, says 85-year-old hostage released by Hamas",,2023-10-25 06:20:08
5,Trump comes face to face with Michael Cohen in court,,2023-10-25 06:20:08
6,Black models shun Melbourne fashion week citing racism,,2023-10-25 06:20:08
7,Pilot accused of trying to crash jet cites breakdown,,2023-10-25 06:20:08
8,NZ town tormented by Celine Dion 'music battles',,2023-10-25 06:20:08
9,Republicans self-destruct again in US Speaker saga,,2023-10-25 06:20:08
10,Emmer drops bid for Speaker hours after nomination,,2023-10-25 06:20:08
