order_var,value,url,scrape_date
1,Murder at elite school horrifies Australia,,2023-10-30 01:18:04
2,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-30 01:18:04
3,Anti-Israel mob storms Dagestan airport,,2023-10-30 01:18:04
4,Friends creators pay tribute to 'brilliant' Perry,,2023-10-30 01:18:04
5,Leonormania hits Spain as crown princess turns 18,,2023-10-30 01:18:04
6,Ice hockey player Johnson dies after neck cut,,2023-10-30 01:18:04
7,Matthew Perry's life in pictures,,2023-10-30 01:18:04
8,Friends star Matthew Perry dies at 54,,2023-10-30 01:18:04
9,Lyon boss Grosso 'seriously injured' in bus attack,,2023-10-30 01:18:04
10,"Israel has no plan for Gaza after war ends, experts warn",,2023-10-30 01:18:04
