order,value,url,scrape_date
1,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-22 00:01:25
2,Why Kyiv's east bank gain could be significant,,2023-10-22 00:01:25
3,Israeli Arabs arrested over Gaza social media posts,,2023-10-22 00:01:25
4,My daughters beg to go home - but our old lives in Gaza City are over,,2023-10-22 00:01:25
5,Kharkiv postal building missile strike kills six,,2023-10-22 00:01:25
6,Neighbourhood flattened and hospital told to evacuate,,2023-10-22 00:01:25
7,"Saudi prince slams Hamas, Israel and the West",,2023-10-22 00:01:25
8,Brave England edged out as Boks make final,,2023-10-22 00:01:25
9,"Hamas frees two US hostages, a mother and daughter",,2023-10-22 00:01:25
10,Arab states reject forced displacement from Gaza,,2023-10-22 00:01:25
