order,value,url,scrape_date
1,Call of Duty maker to be bought by Microsoft,,2023-10-13 08:48:23
2,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 08:48:23
3,Three ways US Republican Speaker chaos ends,,2023-10-13 08:48:23
4,Steve Scalise drops out of US Speaker race,,2023-10-13 08:48:23
5,Japan asks to dissolve church probed after Abe killing,,2023-10-13 08:48:23
6,Air Canada sued over $20m gold and cash heist,,2023-10-13 08:48:23
7,Colorado officer found guilty in Elijah McClain death,,2023-10-13 08:48:23
8,Journalist fined for insulting Italian PM,,2023-10-13 08:48:23
9,Ex-tax worker admits leaking Trump income records,,2023-10-13 08:48:23
10,France bans all pro-Palestinian demonstrations,,2023-10-13 08:48:23
