order,value,url,scrape_date
1,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 02:19:49
2,Naga Munchetty told to 'suck it up' by NHS doctors,,2023-10-19 02:19:49
3,No charges for Conor McGregor on sex assault claim,,2023-10-19 02:19:49
4,Law firm pulls student job offers over Israel letters,,2023-10-19 02:19:49
5,Hundreds of cats and dogs rescued from traffickers,,2023-10-19 02:19:49
6,Inside Gaza hospital devastated by explosion,,2023-10-19 02:19:49
7,At least 189 bodies found at US 'green' funeral home,,2023-10-19 02:19:49
8,Natalee Holloway suspect admits to 2005 killing,,2023-10-19 02:19:49
9,Microsoft's new AI tool will let you skip meetings,,2023-10-19 02:19:49
10,Jim Jordan loses second vote in US House Speaker bid,,2023-10-19 02:19:49
