order,value,url,scrape_date
1,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 11:38:19
2,Microsoft cleared for biggest ever gaming deal,,2023-10-13 11:38:19
3,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 11:38:19
4,Three ways US Republican Speaker chaos ends,,2023-10-13 11:38:19
5,Pro-Palestinian demo broken up after French ban,,2023-10-13 11:38:19
6,Journalist fined for insulting Italian PM,,2023-10-13 11:38:19
7,Pakistan reporter who left India sorry for old posts,,2023-10-13 11:38:19
8,Air Canada sued over $20m gold and cash heist,,2023-10-13 11:38:19
9,Israel Gaza war: History of the conflict explained,,2023-10-13 11:38:19
10,Ex-tax worker admits leaking Trump income records,,2023-10-13 11:38:19
