order_var,value,url,scrape_date
1,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 21:58:06
2,Divers search river for suspect in Maine shooting,,2023-10-27 21:58:06
3,Donald Trump and children to testify in fraud case,,2023-10-27 21:58:06
4,Former Prime Minister Boris Johnson joins GB News,,2023-10-27 21:58:06
5,Gaza destruction shown in new satellite images,,2023-10-27 21:58:06
6,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-27 21:58:06
7,Maine Democrat reverses course on weapons ban,,2023-10-27 21:58:06
8,"Russia executing own retreating soldiers, US says",,2023-10-27 21:58:06
9,Congressman launches primary challenge to Biden,,2023-10-27 21:58:06
10,Russia hikes rates to 15% as inflation soars,,2023-10-27 21:58:06
