order_var,value,url,scrape_date
1,German hiking group reported to police as migrants,,2023-11-10 16:29:30
2,Jewish fears as German support for Israel stirs anger,,2023-11-10 16:29:30
3,Jared Leto climbs Empire State Building,,2023-11-10 16:29:30
4,Astronaut who led Apollo 8 mission dies aged 95,,2023-11-10 16:29:30
5,First-ever images prove 'lost echidna' not extinct,,2023-11-10 16:29:30
6,Rashford’s brother faces assault charge in US,,2023-11-10 16:29:30
7,Biden and Xi Jinping to meet in California,,2023-11-10 16:29:30
8,Prince Harry wins latest stage in newspaper case,,2023-11-10 16:29:30
9,US veteran gets world's first eye transplant,,2023-11-10 16:29:30
10,Stars hit red carpet at Hunger Games world premiere,,2023-11-10 16:29:30
