order_var,value,url,scrape_date
1,Offshore ‘secrecy factory’ exploiting UK loophole,,2023-11-02 10:01:47
2,Woman charged with murder in poison mushroom case,,2023-11-02 10:01:47
3,Relaxed Trump Jr cracks jokes in courtroom debut,,2023-11-02 10:01:47
4,Cornell student in court over threats to kill Jews,,2023-11-02 10:01:47
5,Cough syrup maker boss jailed after child deaths,,2023-11-02 10:01:47
6,"Children must be off limits, says father of abducted kids",,2023-11-02 10:01:47
7,'I don’t want to die at 24' - trapped Gaza woman,,2023-11-02 10:01:47
8,Brain power of over-50s dropped during Covid - study,,2023-11-02 10:01:47
9,George Santos easily survives House expulsion vote,,2023-11-02 10:01:47
10,Gun battles and car crashes plague Europe migrant route,,2023-11-02 10:01:47
