order_var,value,url,scrape_date
1,Offshore ‘secrecy factory’ exploiting UK loophole,,2023-11-02 07:41:27
2,Relaxed Trump Jr cracks jokes in courtroom debut,,2023-11-02 07:41:27
3,Arrest made in suspected mushroom poisoning deaths,,2023-11-02 07:41:27
4,'I don’t want to die at 24' - trapped Gaza woman,,2023-11-02 07:41:27
5,"Children must be off limits, says father of abducted kids",,2023-11-02 07:41:27
6,Cornell student in court over antisemitic threats,,2023-11-02 07:41:27
7,Cough syrup maker boss jailed after child deaths,,2023-11-02 07:41:27
8,George Santos easily survives House expulsion vote,,2023-11-02 07:41:27
9,Germany asks forgiveness for Tanzania colonial crimes,,2023-11-02 07:41:27
10,Beatles fans await release of their 'final song',,2023-11-02 07:41:27
