order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-20 02:29:46
2,Canada withdraws 41 diplomats from India,,2023-10-20 02:29:46
3,Ukraine troop build-up reported across Dnipro river,,2023-10-20 02:29:46
4,The world is losing its humanity - UN agency chief,,2023-10-20 02:29:46
5,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-20 02:29:46
6,Jordan to run again for Speaker as backup plan fails,,2023-10-20 02:29:46
7,Hundreds arrested at protest near US Capitol,,2023-10-20 02:29:46
8,'Mannequin' arrested after Warsaw shop burglary,,2023-10-20 02:29:46
9,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-20 02:29:46
10,Fears grow for Holocaust historian kidnapped by Hamas,,2023-10-20 02:29:46
