order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 06:14:32
2,WeWork files for bankruptcy in the US,,2023-11-07 06:14:32
3,Trump clashes repeatedly with judge in NY testimony,,2023-11-07 06:14:32
4,How Trump's bombastic testimony unfolded,,2023-11-07 06:14:32
5,Chinese tourists are back - but not in Thailand,,2023-11-07 06:14:32
6,Italy to seize $835m from Airbnb in tax inquiry,,2023-11-07 06:14:32
7,Bumble founder steps down as boss of dating app,,2023-11-07 06:14:32
8,Why Trump may have deliberately provoked judge,,2023-11-07 06:14:32
9,'One of the most mind-boggling Premier League games ever',,2023-11-07 06:14:32
10,Father of parade murder suspect helped him get gun,,2023-11-07 06:14:32
