order_var,value,url,scrape_date
1,How two 4-year-olds were killed and social media denied it,,2023-10-26 17:17:04
2,The Beatles announce release of their 'last song',,2023-10-26 17:17:04
3,Al Jazeera reporter's family killed in Gaza strike,,2023-10-26 17:17:04
4,Russia likely targeted Ukraine nuclear plant - Zelensky,,2023-10-26 17:17:04
5,Cats rescued from slaughter for meat in China,,2023-10-26 17:17:04
6,US will defend Philippines if China attacks: Biden,,2023-10-26 17:17:04
7,'Reconnaissance by fire' - What Israel's Gaza raid tells us,,2023-10-26 17:17:04
8,Man cleared of spying on Sweden and US for Russia,,2023-10-26 17:17:04
9,US economy grows at fastest pace in nearly two years,,2023-10-26 17:17:04
10,Why Macron is sending a humanitarian ship to Gaza,,2023-10-26 17:17:04
