order,value,url,scrape_date
1,Polish ruling party set to lose majority - exit poll,,2023-10-16 00:58:03
2,Inside the exhausted Gazan city with a million mouths to feed,,2023-10-16 00:58:03
3,US actress Suzanne Somers dies aged 76,,2023-10-16 00:58:03
4,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 00:58:03
5,11kg of suspected cocaine found in wheelchair,,2023-10-16 00:58:03
6,Medieval 'love motto' gold ring found,,2023-10-16 00:58:03
7,Who's behind Israel-Gaza disinformation and hate online?,,2023-10-16 00:58:03
8,Ecuador chooses president during wave of violence,,2023-10-16 00:58:03
9,Madonna's Celebration tour is a family affair,,2023-10-16 00:58:03
10,England stunned by Afghanistan in World Cup defeat,,2023-10-16 00:58:03
