order_var,value,url,scrape_date
1,Arnold Schwarzenegger: I'd be great US president,,2023-10-25 17:41:47
2,'What's up homie?' - Timberlake impression goes viral,,2023-10-25 17:41:47
3,Meloni's ex-partner loses TV show over lewd remarks,,2023-10-25 17:41:47
4,House to vote on latest Republican Speaker nominee,,2023-10-25 17:41:47
5,YouTuber sorry for freeloading stunt in Japan,,2023-10-25 17:41:47
6,Celtic fans to defy club over Palestinian flags,,2023-10-25 17:41:47
7,'Heck of a reunion': Trump silent as Cohen dishes dirt,,2023-10-25 17:41:47
8,Face of Peru's most famous mummy revealed,,2023-10-25 17:41:47
9,Republicans self-destruct again in US Speaker saga,,2023-10-25 17:41:47
10,British model jailed in Peru over drug smuggling,,2023-10-25 17:41:47
