order_var,value,url,scrape_date
1,Four-year-old hostage held on Hamburg Airport tarmac,,2023-11-05 14:17:05
2,Rock in a hard place as French border keeps neighbours apart,,2023-11-05 14:17:05
3,DJ shot dead during live broadcast in Philippines,,2023-11-05 14:17:05
4,Four surprises that could upend the 2024 US election,,2023-11-05 14:17:05
5,Resc-ewed: Britain's loneliest sheep saved from shore,,2023-11-05 14:17:05
6,Rescued bear arrives in Devon via Eurotunnel,,2023-11-05 14:17:05
7,Israel-Gaza war taking focus from Ukraine - Zelensky,,2023-11-05 14:17:05
8,Blinken rejects call for Israeli ceasefire in Gaza,,2023-11-05 14:17:05
9,Red-hot Afrobeats star Rema doesn’t intend to calm down,,2023-11-05 14:17:05
10,Matthew Perry buried in private ceremony - US media,,2023-11-05 14:17:05
