order_var,value,url,scrape_date
1,David Cameron returns: What is going on?,,2023-11-13 17:58:58
2,Agent guarding Naomi Biden fires gun amid car break-in,,2023-11-13 17:58:58
3,Suella Braverman sacked as home secretary,,2023-11-13 17:58:58
4,The Marvels bombs with lowest MCU box office debut,,2023-11-13 17:58:58
5,Iceland volcano: what will the impact be?,,2023-11-13 17:58:58
6,State media retract report of Russian retreat,,2023-11-13 17:58:58
7,Iceland quakes weaker but volcano warning persists,,2023-11-13 17:58:58
8,Public holiday in Kenya to plant 100 million trees,,2023-11-13 17:58:58
9,Fashion mogul Peter Nygard guilty of sex assaults,,2023-11-13 17:58:58
10,Toxic haze in Delhi after Diwali festival,,2023-11-13 17:58:58
