order_var,value,url,scrape_date
1,A turning point in Myanmar as army suffers big losses,,2023-11-10 00:12:16
2,Israel sees 'sign of life' in Gaza hostage video,,2023-11-10 00:12:16
3,Spanish power deal with separatists sparks anger,,2023-11-10 00:12:16
4,Star Wars C-3PO actor selling props and costumes,,2023-11-10 00:12:16
5,'Provocative' Ramaswamy border comments anger Canada,,2023-11-10 00:12:16
6,John Oliver ruffles feathers in New Zealand bird election,,2023-11-10 00:12:16
7,US Muslim students threatened over Israel-Gaza war,,2023-11-10 00:12:16
8,Funeral home owners arrested after 190 corpses found,,2023-11-10 00:12:16
9,Outrage in Ghana after 300-year-old tree felled,,2023-11-10 00:12:16
10,Luis Díaz's father freed by Colombian guerrillas,,2023-11-10 00:12:16
