order,value,url,scrape_date
1,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 10:57:11
2,Three ways US Republican Speaker chaos ends,,2023-10-13 10:57:11
3,Call of Duty maker to be bought by Microsoft,,2023-10-13 10:57:11
4,Pro-Palestinian demo broken up after French ban,,2023-10-13 10:57:11
5,Journalist fined for insulting Italian PM,,2023-10-13 10:57:11
6,Pakistan reporter who left India sorry for old posts,,2023-10-13 10:57:11
7,'Dad. They shot me. Help': Surviving the Kfar Aza massacre,,2023-10-13 10:57:11
8,Air Canada sued over $20m gold and cash heist,,2023-10-13 10:57:11
9,Ex-tax worker admits leaking Trump income records,,2023-10-13 10:57:11
10,Israel Gaza war: History of the conflict explained,,2023-10-13 10:57:11
