order_var,value,url,scrape_date
1,Plane forced to return to airport after horse escapes,,2023-11-16 00:03:10
2,Starbucks faces walkout at hundreds of US stores,,2023-11-16 00:03:10
3,Ai Weiwei exhibition called off over Israel post,,2023-11-16 00:03:10
4,Aniston leads final Friends' tribute to 'our Matty',,2023-11-16 00:03:10
5,Starmer suffers major rebellion over Gaza vote,,2023-11-16 00:03:10
6,Bowen: Hospital raid comes as tone shifts on Israel,,2023-11-16 00:03:10
7,Xi arrives in US as his Chinese Dream sputters,,2023-11-16 00:03:10
8,Ukraine claims foothold on river bank in south,,2023-11-16 00:03:10
9,"We need to end Rwanda merry-go-round, says Sunak",,2023-11-16 00:03:10
10,Paris mayor targets SUVs after electric scooter ban,,2023-11-16 00:03:10
