order_var,value,url,scrape_date
1,De Niro's firm ordered to pay ex-assistant $1.2m,,2023-11-10 02:22:34
2,Israel sees 'sign of life' in Gaza hostage video,,2023-11-10 02:22:34
3,Spanish power deal with separatists sparks anger,,2023-11-10 02:22:34
4,Luis Díaz's father freed by Colombian guerrillas,,2023-11-10 02:22:34
5,'Provocative' Ramaswamy border comments anger Canada,,2023-11-10 02:22:34
6,A turning point in Myanmar as army suffers big losses,,2023-11-10 02:22:34
7,Outrage in Ghana after 300-year-old tree felled,,2023-11-10 02:22:34
8,Stars hit red carpet at Hunger Games world premiere,,2023-11-10 02:22:34
9,US Muslim students threatened over Israel-Gaza war,,2023-11-10 02:22:34
10,John Oliver ruffles feathers in New Zealand bird election,,2023-11-10 02:22:34
