order_var,value,url,scrape_date
1,Iceland declares emergency over volcano threat,,2023-11-12 02:16:40
2,Pope fires Texan bishop after criticism of reforms,,2023-11-12 02:16:40
3,Gaza hospital crippled as fighting rages nearby,,2023-11-12 02:16:40
4,Legal experts see uphill battle for Trump in fraud case,,2023-11-12 02:16:40
5,Macron urges Israel to stop bombing babies in Gaza,,2023-11-12 02:16:40
6,How a budget airline took off on TikTok,,2023-11-12 02:16:40
7,Gucci and Moschino designer dies aged 46,,2023-11-12 02:16:40
8,Luis Díaz's father speaks for first time since kidnap,,2023-11-12 02:16:40
9,Mafia bust shows US-Italy crime links still strong,,2023-11-12 02:16:40
10,Missing man died trapped between two fence panels,,2023-11-12 02:16:40
