order_var,value,url,scrape_date
1,Offshore ‘secrecy factory’ exploiting UK loophole,,2023-11-02 08:11:32
2,Arrest made in suspected mushroom poisoning deaths,,2023-11-02 08:11:32
3,Relaxed Trump Jr cracks jokes in courtroom debut,,2023-11-02 08:11:32
4,"Children must be off limits, says father of abducted kids",,2023-11-02 08:11:32
5,Cough syrup maker boss jailed after child deaths,,2023-11-02 08:11:32
6,Cornell student in court over antisemitic threats,,2023-11-02 08:11:32
7,'I don’t want to die at 24' - trapped Gaza woman,,2023-11-02 08:11:32
8,George Santos easily survives House expulsion vote,,2023-11-02 08:11:32
9,Brain power of over-50s dropped during Covid - study,,2023-11-02 08:11:32
10,Germany asks forgiveness for Tanzania colonial crimes,,2023-11-02 08:11:32
