order,value,url,scrape_date
1,House in disarray as resistance hardens to Jordan,,2023-10-18 03:08:03
2,Ukraine uses US long-range missiles for the first time,,2023-10-18 03:08:03
3,CIA informant channel hijacked through Twitter bug,,2023-10-18 03:08:03
4,Exonerated man shot and killed in traffic stop,,2023-10-18 03:08:03
5,Police shoot dead Brussels attacker who killed Swedes,,2023-10-18 03:08:03
6,Britney Spears says in memoir she had abortion,,2023-10-18 03:08:03
7,Why Egypt is reluctant to open crossing with Gaza,,2023-10-18 03:08:03
8,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-18 03:08:03
9,Sweden investigating damage to Baltic undersea cable,,2023-10-18 03:08:03
10,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-18 03:08:03
