order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 02:49:04
2,Trump clashes repeatedly with judge in NY testimony,,2023-11-07 02:49:04
3,How Trump's bombastic testimony unfolded,,2023-11-07 02:49:04
4,Bumble founder steps down as boss of dating app,,2023-11-07 02:49:04
5,Hungary museum head sacked over LGBT content,,2023-11-07 02:49:04
6,The US is quietly arming Taiwan to the teeth,,2023-11-07 02:49:04
7,Current Polish PM to try to form new government,,2023-11-07 02:49:04
8,Chinese tourists are back - but not in Thailand,,2023-11-07 02:49:04
9,Barbra Streisand: I haven't had much fun in my life,,2023-11-07 02:49:04
10,Italy to build migrant centres in Albania,,2023-11-07 02:49:04
