order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 15:53:38
2,State media retract report of Russian retreat,,2023-11-13 15:53:38
3,Iceland quakes weaker but volcano warning persists,,2023-11-13 15:53:38
4,Toxic haze in Delhi after Diwali festival,,2023-11-13 15:53:38
5,Terrorism charges over Uganda honeymoon deaths,,2023-11-13 15:53:38
6,Iceland volcano: what will the impact be?,,2023-11-13 15:53:38
7,Public holiday in Kenya to plant 100 million trees,,2023-11-13 15:53:38
8,The Marvels bombs with lowest MCU box office debut,,2023-11-13 15:53:38
9,Rebels try to justify kidnapping of Luis Díaz's father,,2023-11-13 15:53:38
10,Gaza hospitals caught on front line of war,,2023-11-13 15:53:38
