order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-20 00:03:42
2,Canada withdraws 41 diplomats from India,,2023-10-20 00:03:42
3,Ukraine troop build-up reported across Dnipro river,,2023-10-20 00:03:42
4,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-20 00:03:42
5,'Mannequin' arrested after Warsaw shop burglary,,2023-10-20 00:03:42
6,Jordan to run again for Speaker as backup plan fails,,2023-10-20 00:03:42
7,Hundreds arrested at protest near US Capitol,,2023-10-20 00:03:42
8,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-20 00:03:42
9,EU bids to tighten migration rules after attacks,,2023-10-20 00:03:42
10,Julia Fox admits to 'red flags' in Kanye relationship,,2023-10-20 00:03:42
