order_var,value,url,scrape_date
1,Maine mass shooting suspect found dead - police,,2023-10-28 04:45:03
2,Donald Trump and children to testify in fraud case,,2023-10-28 04:45:03
3,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-28 04:45:03
4,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 04:45:03
5,Gaza destruction shown in new satellite images,,2023-10-28 04:45:03
6,Maine Democrat reverses course on weapons ban,,2023-10-28 04:45:03
7,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 04:45:03
8,Going undercover to reveal people smugglers' tactics,,2023-10-28 04:45:03
9,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 04:45:03
10,Israel angrily dismisses UN Gaza truce resolution,,2023-10-28 04:45:03
