order_var,value,url,scrape_date
1,Birthday gift grenade kills Ukraine army chief aide,,2023-11-07 18:51:22
2,First images revealed from 'dark Universe' mission,,2023-11-07 18:51:22
3,Portuguese PM resigns over energy deal probe,,2023-11-07 18:51:22
4,Why Trump may have deliberately provoked judge,,2023-11-07 18:51:22
5,"Playing Prince Harry: wig, accent - and no suntan",,2023-11-07 18:51:22
6,Jewish man dies after altercation at US protest,,2023-11-07 18:51:22
7,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-07 18:51:22
8,Trump on the stand comes out swinging,,2023-11-07 18:51:22
9,Former child star Evan Ellingson dies at 35,,2023-11-07 18:51:22
10,Thieves put gun to South Africa minister's head,,2023-11-07 18:51:22
