order_var,value,url,scrape_date
1,What a Trump second term would look like,,2023-11-04 08:07:15
2,Extra accuses Brand of film set sexual assault,,2023-11-04 08:07:15
3,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-04 08:07:15
4,US acknowledges flying unarmed drones over Gaza,,2023-11-04 08:07:15
5,Hezbollah steps back from all-out war on Israel - for now,,2023-11-04 08:07:15
6,Space telescope records baby star's first screams,,2023-11-04 08:07:15
7,Hamas officials say 13 killed in blast outside Al-Shifa hospital,,2023-11-04 08:07:15
8,Deadly earthquake strikes remote western Nepal,,2023-11-04 08:07:15
9,What is Hezbollah and will it go to war with Israel?,,2023-11-04 08:07:15
10,Four things we learned from Trump sons’ testimony,,2023-11-04 08:07:15
