order_var,value,url,scrape_date
1,A turning point in Myanmar as army suffers big losses,,2023-11-10 00:22:17
2,Israel sees 'sign of life' in Gaza hostage video,,2023-11-10 00:22:17
3,Spanish power deal with separatists sparks anger,,2023-11-10 00:22:17
4,Star Wars C-3PO actor selling props and costumes,,2023-11-10 00:22:17
5,'Provocative' Ramaswamy border comments anger Canada,,2023-11-10 00:22:17
6,John Oliver ruffles feathers in New Zealand bird election,,2023-11-10 00:22:17
7,US Muslim students threatened over Israel-Gaza war,,2023-11-10 00:22:17
8,Funeral home owners arrested after 190 corpses found,,2023-11-10 00:22:17
9,Outrage in Ghana after 300-year-old tree felled,,2023-11-10 00:22:17
10,Luis Díaz's father freed by Colombian guerrillas,,2023-11-10 00:22:17
