order_var,value,url,scrape_date
1,A turning point in Myanmar as army suffers big losses,,2023-11-09 13:24:15
2,Thirteen-metre wave earns surfer a women's record,,2023-11-09 13:24:15
3,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 13:24:15
4,Actors celebrate deal to end long Hollywood strike,,2023-11-09 13:24:15
5,Why 'I don't recall' is a common strategy on the stand,,2023-11-09 13:24:15
6,Officer aims gun at colleague over Top Gun spoiler,,2023-11-09 13:24:15
7,Four takeaways from the third Republican debate,,2023-11-09 13:24:15
8,Row erupts over Braverman’s Gaza rally comments,,2023-11-09 13:24:15
9,Picasso masterpiece of 'golden muse' sells for £113m,,2023-11-09 13:24:15
10,"Apple should pay €13bn Irish tax, argues EU lawyer",,2023-11-09 13:24:15
