order_var,value,url,scrape_date
1,Gangster-turned-actor Dave Courtney dies aged 64,,2023-10-23 11:16:58
2,Iran says Tehran metro girl ‘brain dead’,,2023-10-23 11:16:58
3,Argentina minister defies polls in first-round vote,,2023-10-23 11:16:58
4,Detroit synagogue president found murdered,,2023-10-23 11:16:58
5,Iran warns Israel to stop or region will 'go out of control',,2023-10-23 11:16:58
6,Taiwan-based iPhone-maker Foxconn probed by China,,2023-10-23 11:16:58
7,The Maldives' new leader wants Indian troops to leave,,2023-10-23 11:16:58
8,Hamilton disqualified as Verstappen wins US GP,,2023-10-23 11:16:58
9,Video shows Chinese beer worker urinating into tank,,2023-10-23 11:16:58
10,Missing UK teen murdered in Hamas attack - family,,2023-10-23 11:16:58
