order_var,value,url,scrape_date
1,How two 4-year-olds were killed and social media denied it,,2023-10-26 11:39:54
2,US will defend Philippines if China attacks: Biden,,2023-10-26 11:39:54
3,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 11:39:54
4,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 11:39:54
5,Jailbreak king gets more jail time for bold escape,,2023-10-26 11:39:54
6,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 11:39:54
7,At least 16 feared dead in Maine mass shooting,,2023-10-26 11:39:54
8,EU leaders to discuss humanitarian pauses in Gaza,,2023-10-26 11:39:54
9,Russia goes back to prisons to feed its war machine,,2023-10-26 11:39:54
10,Humanity blasted and broken: Gaza through a medic's eyes,,2023-10-26 11:39:54
