order,value,url,scrape_date
1,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-22 01:22:16
2,Why Kyiv's east bank gain could be significant,,2023-10-22 01:22:16
3,Israeli Arabs arrested over Gaza social media posts,,2023-10-22 01:22:16
4,Neighbourhood flattened and hospital told to evacuate,,2023-10-22 01:22:16
5,"Saudi prince slams Hamas, Israel and the West",,2023-10-22 01:22:16
6,My daughters beg to go home - but our old lives in Gaza City are over,,2023-10-22 01:22:16
7,Brave England edged out as South Africa make final,,2023-10-22 01:22:16
8,Kharkiv postal building missile strike kills six,,2023-10-22 01:22:16
9,West Bank Palestinians hit by surge of Israeli settler attacks,,2023-10-22 01:22:16
10,Pro-Palestinian marches take place across UK,,2023-10-22 01:22:16
