order_var,value,url,scrape_date
1,Company found guilty over NZ volcano disaster,,2023-10-31 06:42:47
2,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 06:42:47
3,US rejects Putin claim over anti-Jewish airport mob,,2023-10-31 06:42:47
4,US rejects global calls for Israel-Hamas ceasefire,,2023-10-31 06:42:47
5,Whole family shot dead in Russia-held Ukraine town,,2023-10-31 06:42:47
6,Plan to disqualify Trump from ballot goes to court,,2023-10-31 06:42:47
7,US Army warned Maine suspect should not have guns,,2023-10-31 06:42:47
8,Israeli soldier held hostage in Gaza rescued,,2023-10-31 06:42:47
9,Public holiday in South Africa for World Cup win,,2023-10-31 06:42:47
10,"German-Israeli Shani Louk is dead, says mother",,2023-10-31 06:42:47
