order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-19 19:55:29
2,Ukraine troop build-up reported across Dnipro river,,2023-10-19 19:55:29
3,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-19 19:55:29
4,'Mannequin' arrested after Warsaw shop burglary,,2023-10-19 19:55:29
5,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-19 19:55:29
6,Jordan set to pause Speaker bid after twin defeats,,2023-10-19 19:55:29
7,Hundreds arrested at protest near US Capitol,,2023-10-19 19:55:29
8,Gwyneth Paltrow rejects 'ugly' nepo baby label,,2023-10-19 19:55:29
9,The top electric car maker that is not Tesla,,2023-10-19 19:55:29
10,Law students lose job offers over anti-Israel letters,,2023-10-19 19:55:29
