order_var,value,url,scrape_date
1,Ukrainian men flee the draft in their thousands,,2023-11-17 19:42:57
2,Wayne's World star Dana Carvey's son dies aged 32,,2023-11-17 19:42:57
3,Bowen: Ceasefire demands will grow without proof of Hamas HQ at Al-Shifa,,2023-11-17 19:42:57
4,Israel finds second hostage body near hospital,,2023-11-17 19:42:57
5,Apple to cross message divide but green bubbles stay,,2023-11-17 19:42:57
6,Russia seeks extremist label for LGBT movement,,2023-11-17 19:42:57
7,Berlin on edge for Erdogan after fierce Israel criticism,,2023-11-17 19:42:57
8,Football fan sentenced over Bradley Lowery taunt,,2023-11-17 19:42:57
9,George Santos to face another expulsion vote,,2023-11-17 19:42:57
10,Singer Cassie accuses Diddy of rape and abuse,,2023-11-17 19:42:57
