order_var,value,url,scrape_date
1,Iceland declares emergency over volcano threat,,2023-11-12 02:36:43
2,Pope fires Texan bishop after criticism of reforms,,2023-11-12 02:36:43
3,Legal experts see uphill battle for Trump in fraud case,,2023-11-12 02:36:43
4,Gaza hospital crippled as fighting rages nearby,,2023-11-12 02:36:43
5,How a budget airline took off on TikTok,,2023-11-12 02:36:43
6,Macron urges Israel to stop bombing babies in Gaza,,2023-11-12 02:36:43
7,Mafia bust shows US-Italy crime links still strong,,2023-11-12 02:36:43
8,PM condemns violence on day of protests in London,,2023-11-12 02:36:43
9,Luis Díaz's father speaks for first time since kidnap,,2023-11-12 02:36:43
10,Missing man died trapped between two fence panels,,2023-11-12 02:36:43
