order_var,value,url,scrape_date
1,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-29 22:27:11
2,Anti-Israel mob reportedly storms Dagestan airport,,2023-10-29 22:27:11
3,Friends creators pay tribute to 'brilliant' Perry,,2023-10-29 22:27:11
4,Leonormania hits Spain as crown princess turns 18,,2023-10-29 22:27:11
5,Ice hockey player Johnson dies after neck cut,,2023-10-29 22:27:11
6,Matthew Perry's life in pictures,,2023-10-29 22:27:11
7,Friends star Matthew Perry dies at 54,,2023-10-29 22:27:11
8,Mike Pence withdraws from 2024 US presidential race,,2023-10-29 22:27:11
9,Soldiers sent to devastated Acapulco amid looting,,2023-10-29 22:27:11
10,Marseille game postponed after Lyon bus attacked,,2023-10-29 22:27:11
