order,value,url,scrape_date
1,Polish right-wing party to lose majority - exit poll,,2023-10-16 13:47:06
2,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 13:47:06
3,Man charged with hate crimes after Muslim boy killed,,2023-10-16 13:47:06
4,Poland's expected political earthquake delights Brussels,,2023-10-16 13:47:06
5,US actress Suzanne Somers dies aged 76,,2023-10-16 13:47:06
6,A spooked and lonely Taiwan looks for new friends,,2023-10-16 13:47:06
7,Daniel Noboa elected Ecuador's youngest president,,2023-10-16 13:47:06
8,Russia returns four abducted Ukrainian children,,2023-10-16 13:47:06
9,Poland election earthquake: What happens next?,,2023-10-16 13:47:06
10,What is the Rafah crossing and why is it Gaza's lifeline?,,2023-10-16 13:47:06
