order_var,value,url,scrape_date
1,Antisemitic graffiti in Paris worries leaders,,2023-10-31 23:01:02
2,"In one blast, Khalil Khader lost all his children",,2023-10-31 23:01:02
3,"Legal row over 2,800,000% mark-up for African mask",,2023-10-31 23:01:02
4,Kourtney Kardashian’s partner reveals baby's name,,2023-10-31 23:01:02
5,What China wants from Israel-Hamas war,,2023-10-31 23:01:02
6,Anti-war protesters disrupt US Senate hearing,,2023-10-31 23:01:02
7,"No excuse for colonial violence in Kenya, King says",,2023-10-31 23:01:02
8,Teen taken hostage by Hamas back home in Chicago,,2023-10-31 23:01:02
9,'Moronic': Vicious Covid WhatsApps reveal No 10 battles,,2023-10-31 23:01:02
10,US to remove four African countries from trade deal,,2023-10-31 23:01:02
