order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 10:25:09
2,Chinese alarm after second deadly gym collapse,,2023-11-07 10:25:09
3,Trump clashes repeatedly with judge in NY hearing,,2023-11-07 10:25:09
4,WeWork forced to file for bankruptcy in the US,,2023-11-07 10:25:09
5,Letters from Seven Years' War opened 250 years later,,2023-11-07 10:25:09
6,Trump on the stand comes out swinging,,2023-11-07 10:25:09
7,Chinese tourists are back - but not in Thailand,,2023-11-07 10:25:09
8,Italy to seize $835m from Airbnb in tax inquiry,,2023-11-07 10:25:09
9,Why Trump may have deliberately provoked judge,,2023-11-07 10:25:09
10,South Korea reports bedbug infestations,,2023-11-07 10:25:09
