order_var,value,url,scrape_date
1,Maine mass shooting suspect found dead - police,,2023-10-28 05:25:10
2,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-28 05:25:10
3,Donald Trump and children to testify in fraud case,,2023-10-28 05:25:10
4,Gaza destruction shown in new satellite images,,2023-10-28 05:25:10
5,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 05:25:10
6,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 05:25:10
7,Going undercover to reveal people smugglers' tactics,,2023-10-28 05:25:10
8,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 05:25:10
9,"Spain Church sexual abuse 'affected 200,000' minors",,2023-10-28 05:25:10
10,Former Prime Minister Boris Johnson joins GB News,,2023-10-28 05:25:10
